Name,Title,File,Func,StartLine,StartCol,EndLine,EndCol,->,File,Func,StartLine,StartCol,EndLine,EndCol,Debug
0001_SQLI,SQL 삽입,0001_CWE89_SQL_Injection\CWE89_SQL_Injection__SqlDataAdapter_01.cs,bad,15,24,15,47,>,0001_CWE89_SQL_Injection\CWE89_SQL_Injection__SqlDataAdapter_01.cs,bad,20,26,20,63,SQLInjection
0002_PATHMANIP,경로 조작 및 자원 삽입,0002_CWE23_Relative_Path_Traversal\CWE23_Relative_Path_Traversal__simple_01.cs,ProcessRequest,23,26,23,57,>,0002_CWE23_Relative_Path_Traversal\CWE23_Relative_Path_Traversal__simple_01.cs,ProcessRequest,26,31,26,47,PATHMANIP #1
0004_CMDI,운영체제 명령어 삽입,,,,,,,>,0004_CWE78_OS_Command_Injection\CWE78_OS_Command_Injection__Process_01.cs,bad,16,12,16,34,CMDInj #1
0006_REDIRECT,신뢰되지 않는 URL 주소로 자동접속 연결,0006_CWE601_Open_Redirect\CWE601_Open_Redirect__Simple_01__Bad.cs,Page_Load,14,25,14,51,>,0006_CWE601_Open_Redirect\CWE601_Open_Redirect__Simple_01__Bad.cs,Page_Load,15,12,15,29,REDIRECT #1
0009_LDAPI,LDAP 삽입,,,,,,,>,0009_CWE90_LDAP_Injection\CWE90_LDAP_Injection__simple_01.cs,bad,23,16,23,29,LADPI #1
000C_TYPEOVER,정수형 오버플로우,000C_CWE190_Integer_Overflow\CWE190_Integer_Overflow__Int_Divide_Wraparound_01.cs,bad,14,27,14,32,>,000C_CWE190_Integer_Overflow\CWE190_Integer_Overflow__Int_Divide_Wraparound_01.cs,bad,14,18,14,24,moi12
000D_RELUNTRUST,보안 기능 결정에 사용되는 부적절한 입력값,000D_CWE807_Reliance_on_Untrusted_Inputs_in_a_Security_Decision\CWE807_Reliance_on_Untrusted_Inputs_in_a_Security_Decision__Cookie_01.cs,Bad,20,27,20,28,>,000D_CWE807_Reliance_on_Untrusted_Inputs_in_a_Security_Decision\CWE807_Reliance_on_Untrusted_Inputs_in_a_Security_Decision__Cookie_01.cs,Bad,23,31,23,38,RELUNTRUST_000D #1
0011_IMPRAUTH,부적절한 인가,,,,,,,>,0011_CWE285_Improper_Authorization\CWE285_Improper_Authorization__Authorize_Attribute_01_Bad.cs,AuthCritical,12,8,15,9,ImproperAuth #5
0012_WRONGPERM,중요한 자원에 대한 잘못된 권한설정,,,,,,,>,0012_CWE732_Incorrect_Permission_Assignment_for_Critical_Resource\CWE732_Incorrect_Permission_Assignment_for_Critical_Resource__Directory_everyone_01.cs,bad,18,61,18,71,*
0012_WRONGPERM,중요한 자원에 대한 잘못된 권한설정,,,,,,,>,0012_CWE732_Incorrect_Permission_Assignment_for_Critical_Resource\CWE732_Incorrect_Permission_Assignment_for_Critical_Resource__File_everyone_01.cs,bad,17,65,17,75,*
0013_BROKNCRYPT,취약한 암호화 알고리즘 사용,0013_CWE327_Use_Broken_Crypto\CWE327_Use_Broken_Crypto__MD5_01.cs,bad,24,33,24,36,>,0013_CWE327_Use_Broken_Crypto\CWE327_Use_Broken_Crypto__MD5_01.cs,bad,24,23,24,30,moi 19 #6
0016_HARDPASS,하드코드된 비밀번호,0016_CWE259_Hard_Coded_Password\CWE259_Hard_Coded_Password__equals_01.cs,bad,17,20,17,28,>,0016_CWE259_Hard_Coded_Password\CWE259_Hard_Coded_Password__equals_01.cs,bad,17,20,17,35,moi22
0017_KEYLEN,충분하지 않은 키 길이 사용,,,,,,,>,0017_CWE326_Inadequate_Encryption_Strength\CWE310_Cryptographic_Issues__RSA_01.cs,RSAEncrypt_bad,18,54,18,84,moi23
0018_RANDOM,적절하지 않은 난수 값 사용,,,,,,,>,0018_CWE330_Insufficiently_Random_Values\CWE330_Insufficiently_Random_Values__Random_01.cs,bad,14,25,14,37,moi24
0019_HARDKEY,하드코드된 암호화 키,,,,,,,>,0019_CWE321_Hard_Coded_Cryptographic_Key\CWE321_Hard_Coded_Cryptographic_Key__Equals_01.cs,bad,14,16,14,24,HardKey #1
0019_HARDKEY,하드코드된 암호화 키,0019_CWE321_Hard_Coded_Cryptographic_Key\CWE321_Hard_Coded_Cryptographic_Key__CreateEncryptor_01.cs,Bad,18,19,18,70,>,0019_CWE321_Hard_Coded_Cryptographic_Key\CWE321_Hard_Coded_Cryptographic_Key__CreateEncryptor_01.cs,Bad,25,71,25,95,getty
001C_LEAKCOM,주석문 안에 포함된 패스워드 등 시스템 주요정보,,,,,,,>,001C_CWE615_Info_Exposure_by_Comment\CWE615_Info_Exposure_by_Comment__Simple_01.cs,,14,8,14,53,moi28
0022_LEAKMSG,오류메시지 통한 정보 노출,0022_CWE209_Information_Exposure_Through_an_Error_Message\CWE209_Information_Exposure_Through_an_Error_Message__Console_WriteLine_01.cs,bad,42,34,42,43,>,0022_CWE209_Information_Exposure_Through_an_Error_Message\CWE209_Information_Exposure_Through_an_Error_Message__Console_WriteLine_01.cs,bad,42,16,42,33,moi34#4
0023_NOACTION,오류상황 대응 부재,0023_CWE390_Error_Without_Action\CWE390_Error_Without_Action__Empty_Catch_01.cs,bad,17,13,19,13,>,0023_CWE390_Error_Without_Action\CWE390_Error_Without_Action__Empty_Catch_01.cs,bad,18,12,19,13,moi35 #5
0024_NOCHKERR,부적절한 예외 처리,,,,,,,>,0024_CWE754_Improper_Check_for_Unusual_or_Exceptional_Conditions\CWE754_Improper_Check_for_Unusual_or_Exceptional_Conditions__StreamReader_read_01.cs,bad,25,16,25,23,NOCHKERROR #1
0026_RESLEAK,부적절한 자원 해제,,,,,,,>,0002_CWE99_Resource_Injection\CWE99_Resource_Injection.cs,Bad,21,12,21,26,ResourceLeak #2
002B_SYSTEMLEAK,시스템 데이터 정보노출,002B_CWE497_Exposure_of_System_Data_to_Unauthorized_Control_Sphere\CWE497_Exposure_of_System_Data_to_Unauthorized_Control_Sphere__Sqlconnection_Writeline_01.cs,bad,14,19,14,21,>,002B_CWE497_Exposure_of_System_Data_to_Unauthorized_Control_Sphere\CWE497_Exposure_of_System_Data_to_Unauthorized_Control_Sphere__Sqlconnection_Writeline_01.cs,bad,18,12,18,29,SYSTEMLEAK #1
002C_RETPRIVA,Public 메소드로부터 반환된 Private 배열,002C_CWE495_Private_Array_Typed_Field_Returned_From_A_Public_Method\CWE495_Private_Array_Typed_Field_Returned_From_A_Public_Method__Simple_01.cs,bad,12,8,15,9,>,002C_CWE495_Private_Array_Typed_Field_Returned_From_A_Public_Method\CWE495_Private_Array_Typed_Field_Returned_From_A_Public_Method__Simple_01.cs,bad,14,3,14,17,ReturnPrivateArray
002D_ASSTOPRIVA,Private 배열에 Public 데이터 할당,002D_CWE496_Public_Data_Assigned_to_Private_Array_Typed_Field\CWE496_Public_Data_Assigned_to_Private_Array_Typed_Field__Simple01.cs,bad,12,24,12,42,>,002D_CWE496_Public_Data_Assigned_to_Private_Array_Typed_Field\CWE496_Public_Data_Assigned_to_Private_Array_Typed_Field__Simple01.cs,bad,14,12,14,26,AssignFormalToPrivateArray
002E_DNSLOOKUP,DNS lookup에 의존한 보안결정,002E_CWE350_Reliance_on_Reverse_DNS_Resolution_for_a_Security_Critical_Action\CWE350_Reliance_on_Reverse_DNS_Resolution_for_a_Security_Critical_Action__Simple_01.cs,bad,17,12,20,13,>,002E_CWE350_Reliance_on_Reverse_DNS_Resolution_for_a_Security_Critical_Action\CWE350_Reliance_on_Reverse_DNS_Resolution_for_a_Security_Critical_Action__Simple_01.cs,bad,19,16,19,30,DnsLookup #1
0045_PRIVBYPUBM,public 메소드를 사용하여 중요한 private 멤버 변수 접근,,,,,,,>,0045_CWE767_Access_to_Critical_Private_Variable_via_Public_Method\CWE767_Access_to_Critical_Private_Variable_via_Public_Method__simple_01.cs,bad,15,12,15,17,PATHMANIP #1
0052_THROWBROAD,포괄적인 Exception throw 선언,,,,,,,>,0052_CWE397_Declaration_of_Throws_for_Generic_Exception\CWE397_Declaration_of_Throws_for_Generic_Exception__Throws_Exception_01.cs,bad,14,22,14,37,THROWBROAD #1
0054_OBSOLETE,폐기된 함수 사용,,,,,,,>,0054_CWE477_Use_of_Obsolete_Functions\CWE477_Use_of_Obsolete_Functions__Obsolete_Attribute_Method_01.cs,bad,14,12,14,19,*
0055_ASSIGNCOMP,비교 대신 사용된 할당문,,,,,,,>,0055_CWE481_Assigning_instead_of_Comparing\CWE481_Assigning_instead_of_Comparing__Simple_01.cs,bad,13,16,13,30,*
0058_RETINFINAL,Finally 블럭에서 return 구문 사용,0058_CWE584_Return_Inside_Finally_Block\CWE584_Return_Inside_Finally_Block__Simple_01.cs,bad,18,12,20,13,>,0058_CWE584_Return_Inside_Finally_Block\CWE584_Return_Inside_Finally_Block__Simple_01.cs,bad,19,16,19,23,RETINFINAL_0058 #1
0062_DBLCHKLOCK,동기화를 피하기 위한 이중 검사,0062_CWE609_Double_Checked_Locking\CWE609_Double_Checked_Locking__Double_Null_Check_01.cs,bad,16,16,16,28,>,0062_CWE609_Double_Checked_Locking\CWE609_Double_Checked_Locking__Double_Null_Check_01.cs,bad,20,24,20,36,double checked lock
0063_COMPOBJREF,객체의 참조 비교,,,,,,,>,0063_CWE595_Comparison_of_Object_References_Instead_of_Object_Contents\CWE595_Comparison_of_Object_References_Instead_of_Object_Contents__simple_01.cs,bad,27,16,27,38,CompareObjRefInsteadObjCont
0068_MISSDEFAL,switch문에서 default case 누락,,,,,,,>,0068_CWE478_Missing_Default_Case_in_Switch_Statement\CWE478_Missing_Default_Case_in_Switch_Statement__Simple_01.cs,bad,19,12,30,13,MISSDEFAL_0068 #2